"Filter","M","EbN0","BER","QAM_label"
"Sinc2",256,10,0.12447998046875,"256-QAM"
"Sinc2",256,11,0.12452392578125,"256-QAM"
"Sinc2",256,12,0.12451904296875,"256-QAM"
"Sinc2",256,13,0.124541015625,"256-QAM"
"Sinc2",256,14,0.12447998046875,"256-QAM"
"Sinc2",256,15,0.1244384765625,"256-QAM"
"Sinc2",256,16,0.12455810546875,"256-QAM"
"Sinc2",256,17,0.12447265625,"256-QAM"
"Sinc2",256,18,0.1245166015625,"256-QAM"
"Sinc2",256,19,0.1244873046875,"256-QAM"
"Sinc2",256,20,0.12451416015625,"256-QAM"
"Sinc2",256,21,0.124482421875,"256-QAM"
"Sinc2",256,22,0.1244140625,"256-QAM"
"Sinc2",256,23,0.12450927734375,"256-QAM"
"Sinc2",256,24,0.12451904296875,"256-QAM"
"Sinc2",256,25,0.124501953125,"256-QAM"
"Sinc2",256,26,0.12449951171875,"256-QAM"
"Sinc2",256,27,0.12449462890625,"256-QAM"
"Sinc2",256,28,0.12451171875,"256-QAM"
"Sinc2",256,29,0.12449462890625,"256-QAM"
"Sinc2",256,30,0.12443115234375,"256-QAM"
