"Filter","freq","psd_lin","psd_dB"
"NGF",0.01953125,6.73155948656465e-07,-35.7793278117762
"NGF",0.019775390625,7.08188326725823e-07,-35.5589970528978
"NGF",0.02001953125,7.34974178994388e-07,-35.3977638738677
"NGF",0.020263671875,7.52089069858327e-07,-35.297791920646
"NGF",0.0205078125,7.58319411035264e-07,-35.2619629621302
"NGF",0.020751953125,7.52797815077667e-07,-35.2937011924501
"NGF",0.02099609375,7.35153788407631e-07,-35.3967026958045
"NGF",0.021240234375,7.05642399738529e-07,-35.5746380092912
"NGF",0.021484375,6.65213265827437e-07,-35.8308756773987
"NGF",0.021728515625,6.15494056461818e-07,-36.1682460565967
"NGF",0.02197265625,5.58682807170829e-07,-36.5888316252246
"NGF",0.022216796875,4.97365119098835e-07,-37.0937314483719
"NGF",0.0224609375,4.34289112253853e-07,-37.6826952755066
"NGF",0.022705078125,3.72138144026554e-07,-38.3534428183659
"NGF",0.02294921875,3.13337575432389e-07,-39.1003599058301
"NGF",0.023193359375,2.59919483232253e-07,-39.9120963428814
"NGF",0.0234375,2.13452760046481e-07,-40.7674669435655
"NGF",0.023681640625,1.75030736360672e-07,-41.6293414928392
"NGF",0.02392578125,1.45298442218988e-07,-42.437875110256
"NGF",0.024169921875,1.244988268864e-07,-43.1088320993897
"NGF",0.0244140625,1.12521089316822e-07,-43.5481454124961
"NGF",0.024658203125,1.08942196678593e-07,-43.6885234115628
"NGF",0.02490234375,1.13061269288438e-07,-43.5273461238671
"NGF",0.025146484375,1.23932726659339e-07,-43.1286246440031
"NGF",0.025390625,1.40406154016804e-07,-42.5866232578388
"NGF",0.025634765625,1.61178685721609e-07,-41.9874085902903
"NGF",0.02587890625,1.84860715514915e-07,-41.3920383950092
"NGF",0.026123046875,2.10050140821854e-07,-40.8372549213471
"NGF",0.0263671875,2.35406280501395e-07,-40.3423042378475
"NGF",0.026611328125,2.5971343690692e-07,-39.9155404967574
"NGF",0.02685546875,2.81926017112998e-07,-39.5591331324296
"NGF",0.027099609375,3.01191328152864e-07,-39.2720600558939
"NGF",0.02734375,3.16851130801475e-07,-39.0519320776269
"NGF",0.027587890625,3.28427249938592e-07,-38.8960928537714
"NGF",0.02783203125,3.355989355847e-07,-38.8022789445659
"NGF",0.028076171875,3.38179899921461e-07,-38.7690067788976
"NGF",0.0283203125,3.36101339631032e-07,-38.7957822568691
"NGF",0.028564453125,3.29404508554459e-07,-38.8831893011227
"NGF",0.02880859375,3.18243328563483e-07,-39.0328916100139
"NGF",0.029052734375,3.02894750027377e-07,-39.247567232504
"NGF",0.029296875,2.83772487133324e-07,-39.5307818257638
"NGF",0.029541015625,2.61438556877894e-07,-39.886788315841
